PublishTime,ArticleTitle,ArticleAuthor,ArticleSubtitle,ArticleURL,ArticleKeywords,ArticleCategory
"February 1, 2019 at 07:00PM","Who Is Justin Fairfax, Virginia's Lieutenant Governor?",Sandra E. Garcia,"If Gov. Ralph Northam answers his party's calls to resign, Justin E. Fairfax would become the second African-American governor in the state's history. |",https://www.nytimes.com/2019/02/02/us/justin-fairfax-virginia.html?partner=IFTTT,Politics and Government,U.S.
"February 1, 2019 at 07:00PM","Day After Trade Talks, Chinese Firms Buy U.S. Soybeans",Reuters,But the purchases will hardly dent the huge soybean stockpiles in the United States and around the world. |,https://www.nytimes.com/2019/02/02/business/china-us-soybeans.html?partner=IFTTT,"International Trade and World Market, Soybeans, Customs (Tariff)",Business
"February 1, 2019 at 07:00PM",Janet Napolitano on DACA's Enduring Legacy,Cristian Farias,"As secretary of homeland security, she signed the memorandum that created the popular program protecting 'Dreamers.' Now she's fighting to save it. |",https://www.nytimes.com/2019/02/02/opinion/janet-napolitano-on-dacas-enduring-legacy.html?partner=IFTTT,"Deferred Action for Childhood Arrivals, Dream Act (Development, Relief and Education for Minors Act)",Opinion
"February 1, 2019 at 07:00PM",The Real Legacy of the 1970s,Michael Tomasky,Forget leisure suits and disco balls. The decade's economic tumult changed who Americans were as a people. |,https://www.nytimes.com/2019/02/02/opinion/sunday/inflation-economy-united-states-1970s.html?partner=IFTTT,"Inflation (Economics), United States Economy",Opinion
"February 1, 2019 at 07:00PM",My Mother Was a Betting Woman,Bridgett M. Davis,"She taught me that a gamble ought not be reckless. The bigger the risk, the bigger your purpose needs to be. |",https://www.nytimes.com/2019/02/02/opinion/sunday/lottery-gambling-mother.html?partner=IFTTT,"Gambling, Lotteries, Numbers, Blacks",Opinion
"February 1, 2019 at 07:00PM",The Church and the Abortion Capital,Ross Douthat,How Catholicism's decline increased partisan polarization on abortion. |,https://www.nytimes.com/2019/02/02/opinion/sunday/new-york-abortion-catholicism.html?partner=IFTTT,Abortion,Opinion
"February 1, 2019 at 07:00PM",Instagram's Sneakiness Makes Super Bowl Ads Look Quaint,Sheila Marikar,"When the commercials come on during the game, at least you'll know Jason Bateman is trying to sell you something. |",https://www.nytimes.com/2019/02/02/opinion/sunday/super-bowl-commercials-instagram.html?partner=IFTTT,"Advertising and Marketing, Social Media",Opinion
"February 1, 2019 at 07:00PM",Venezuela's Very Normal Revolution,Emiliana Duarte,"For more than a decade, I have been fighting against a government. Now I am fighting for one. |",https://www.nytimes.com/2019/02/02/opinion/sunday/venezuela-guaido-protests.html?partner=IFTTT,,Opinion
"February 1, 2019 at 07:00PM",Why Can't Rich People Save Winter?,Porter Fox,Ski season is shrinking. Yet the people who love the sport aren't doing enough to stop climate change. |,https://www.nytimes.com/2019/02/02/opinion/sunday/winter-snow-ski-climate.html?partner=IFTTT,"Skiing, Snow and Snowstorms, Greenhouse Gas Emissions",Opinion
"February 1, 2019 at 07:00PM",When the Suffrage Movement Sold Out to White Supremacy,Brent Staples,"African-American women were written out of the history of the woman suffrage movement. As the centennial of the 19th Amendment approaches, it's time for a new look at the past. |",https://www.nytimes.com/2019/02/02/opinion/sunday/women-voting-19th-amendment-white-supremacy.html?partner=IFTTT,"Women's Rights, Nineteenth Amendment (US Constitution), Race and Ethnicity",Opinion
"February 1, 2019 at 07:00PM",The Age of Big Leaks,Scott Shane,"A terabyte of data â€” 100 million pages or 1,000 hours of video â€” can be shared on a thumb drive. But stolen secrets come with complications. |",https://www.nytimes.com/2019/02/02/sunday-review/data-leaks-journalism.html?partner=IFTTT,"Russian Interference in 2016 US Elections and Ties to Trump Associates, Classified Information and State Secrets, Presidential Election of 2016",Sunday Review
"February 1, 2019 at 07:00PM",æ—¥æœ¬ã®ãƒ¯ãƒ¼ã‚­ãƒ³ã‚°ãƒžã‚¶ãƒ¼ã€€å¦»ã®éŽå¤§ãªè² æ‹…ãƒ»å¤«ã®éŽå°‘ãªæ”¯æ´,Motoko Rich,å…ˆé€²å›½ã®ã©ã®å›½ã‚ˆã‚Šã‚‚ã€å®¶äº‹è² æ‹…ã®å‰²åˆãŒå°‘ãªã„æ—¥æœ¬ã®ç”·æ€§ã€‚å®¶äº‹è² æ‹…ãŒå¥³æ€§ã«é›†ä¸­ã—ã¦ã„ã‚‹ã“ã¨ãŒã€å¥³æ€§ãŒã‚ˆã‚Šè‰¯ã„ä»•äº‹ã«å°±ãã“ã¨ã€ã²ã„ã¦ã¯çµŒæ¸ˆæˆé•·ã‚’é›£ã—ãã—ã¦ã„ã‚‹ã€‚ |,https://www.nytimes.com/ja/2019/02/02/world/asia/japan-working-mothers.html?partner=IFTTT,"Working Hours, Women and Girls",World
"February 1, 2019 at 07:00PM",Let Children Get Bored Again,Pamela Paul,"Boredom teaches us that life isn't a parade of amusements. More important, it spawns creativity and self-sufficiency. |",https://www.nytimes.com/2019/02/02/opinion/sunday/children-bored.html?partner=IFTTT,"Boredom, Books and Literature, Parenting",Opinion
"February 1, 2019 at 07:00PM","The Meaning of Tony Romo, Super Bowl Psychic",Frank Bruni,Meet Romostradamus. Savor Romomania. And behold the beauty of real expertise in a country starved of it. |,https://www.nytimes.com/2019/02/02/opinion/sunday/super-bowl-2019-tony-romo.html?partner=IFTTT,"Football, Television, Super Bowl",Opinion
"February 1, 2019 at 07:00PM",Casting Their Votes by Voting Their Caste,Ruchir Sharma,"In rural India, old class divisions still rule local politics. Will this spell trouble for Narendra Modi? |",https://www.nytimes.com/2019/02/02/sunday-review/narendra-modi-india-politics.html?partner=IFTTT,"Caste Systems, Hinduism",Opinion
"February 1, 2019 at 07:00PM",Is This the Right Way to End a War?,Rod Nordland,Many experts worry that the U.S. is repeating the mistakes of Vietnam in Afghanistan. |,https://www.nytimes.com/2019/02/02/sunday-review/war-vietnam-afghanistan-withdrawal.html?partner=IFTTT,"United States Defense and Military Forces, Afghanistan War (2001- )",Sunday Review
"February 1, 2019 at 07:00PM",How Silicon Valley Puts the 'Con' in Consent,The Editorial Board,"If no one reads the terms and conditions, how can they continue to be the legal backbone of the internet? |",https://www.nytimes.com/2019/02/02/opinion/internet-facebook-google-consent.html?partner=IFTTT,"Computers and the Internet, Privacy",Opinion
"February 1, 2019 at 07:00PM",A Design to Bring Life to Death,Andrew Sondern,A special section in the Sunday paper paid tribute to extraordinary black men and women who were left out of The Times's obituaries when they died. Its design aims to bring joy to readers. |,https://www.nytimes.com/2019/02/02/reader-center/overlooked-obituaries-news-design.html?partner=IFTTT,"Design, Deaths (Obituaries)",Reader Center
"February 1, 2019 at 07:00PM","To Build a Champion, the Rams Took Risks. They Just Don't See It That Way.",Benjamin Hoffman,"Los Angeles bet on the team's culture, and its research, when adding Aqib Talib, Ndamukong Suh, Dante Fowler and Marcus Peters to bolster the defense. It helped the Rams make the Super Bowl. |",https://www.nytimes.com/2019/02/02/sports/marcus-peters-rams.html?partner=IFTTT,Football,Sports
"February 1, 2019 at 07:00PM","El Chapo Drugged and Raped 13-Year-Old Girls, Witness Claims",Alan Feuer,"On Friday night, prosecutors in the trial of El Chapo unsealed several secret documents, some of which revealed allegations that the kingpin had drugged and raped young girls. |",https://www.nytimes.com/2019/02/02/nyregion/el-chapo-trial.html?partner=IFTTT,"Sex Crimes, Women and Girls",New York
"February 1, 2019 at 07:00PM",Chicago Woman Got 30 Hotel Rooms for Homeless People During Severe Cold Snap,Sandra E. Garcia,"The woman, Candice Payne, said it was a spur-of-the-moment decision. Her efforts gained widespread attention, grew and helped house more than 100 homeless people. |",https://www.nytimes.com/2019/02/02/us/candice-payne-homeless-chicago.html?partner=IFTTT,"Homeless Persons, Hotels and Travel Lodgings, Real Estate and Housing (Residential)",U.S.
"February 1, 2019 at 07:00PM",Northam Denies He's in Racist Photo and Won't Resign,Ainara Tiefenthã„Ler And Whitney Hurst,"In a news conference, Gov. Ralph Northam of Virginia said he did not appear in the decades-old yearbook photo and would not accept his party's calls to resign. He did admit to darkening his face on another occasion in the 1980s. |",https://www.nytimes.com/video/us/politics/100000006339170/ralph-northam-video.html?partner=IFTTT,Politics and Government,U.S.
"February 1, 2019 at 07:00PM",Ejection Letters,Caitlin Lovinger,"Natan Last, let's go to the videotape. |",https://www.nytimes.com/2019/02/02/crosswords/ejection-letters.html?partner=IFTTT,"Crossword Puzzles, Football, Soccer",Crosswords & Games
"February 1, 2019 at 07:00PM",When Blackface Photos Cause Political Storms,Lauren Hard And Margaret Kramer,"From New York to Florida to California, politicians have gotten in hot water in recent years over racially offensive images. Here are some examples. |",https://www.nytimes.com/2019/02/02/us/politicians-blackface.html?partner=IFTTT,"Blacks, Politics and Government",U.S.
"February 1, 2019 at 07:00PM",U.S. Keeps Gregg Berhalter's Record Perfect in Win over Costa Rica,The Associated Press,Sebastian Lletget had a goal and an assist to help make Berhalter the third to win his first two games as men's national team coach. |,https://www.nytimes.com/2019/02/02/sports/usmnt-costa-rica.html?partner=IFTTT,Soccer,Sports
"February 1, 2019 at 07:00PM",Nico Hischier Ties It and Wins It for Devils Against Canadiens,The Associated Press,The 20-year-old newly minted assistant captain put in the winner less than two minutes into overtime. |,https://www.nytimes.com/2019/02/02/sports/nhl-devils-islanders-rangers.html?partner=IFTTT,"Hockey, Ice",Sports
"February 1, 2019 at 07:00PM",Ejection Letters,Caitlin Lovinger,"Natan Last, let's go to the videotape. |",https://www.nytimes.com/2019/02/02/crosswords/daily-puzzle-2019-02-03?partner=IFTTT,"Crossword Puzzles, Football, Soccer",Crosswords & Games
"February 1, 2019 at 07:00PM",Ejection Letters,Caitlin Lovinger,"Natan Last, let's go to the videotape. |",https://www.nytimes.com/2019/02/02/crosswords/daily-puzzle-2019-02-03.html?partner=IFTTT,"Crossword Puzzles, Football, Soccer",Crosswords & Games
"February 1, 2019 at 07:00PM","On N.F.L. Awards Night, a Young M.V.P. Named Mahomes and 8 New Hall of Famers",The Associated Press,"On the eve of the Super Bowl, every major award from 2018 N.F.L. season was announced and eight people were voted into the Pro Football Hall of Fame. |",https://www.nytimes.com/2019/02/02/sports/football/nfl-awards-mvp-mahomes-hall-of-fame.html?partner=IFTTT,"Football, Awards, Decorations and Honors",Sports
"February 1, 2019 at 07:00PM",Rickie Fowler Leads by 4 Shots at the Vexing Phoenix Open,The Associated Press,"Fowler led after 54 holes last year, then fell apart, and he lost in a playoff in 2016. Also on Saturday, the PGA Tour rescinded a two-stroke penalty against Denny McCarthy. |",https://www.nytimes.com/2019/02/02/sports/rickie-fowler-leads-by-4-shots-at-the-vexing-phoenix-open.html?partner=IFTTT,"Golf, Phoenix Open (Golf)",Sports
"February 1, 2019 at 07:00PM",A Nightmare': Inside the Brooklyn Jail With Little Heat or Electricity,Annie Correal,"Officials say power will not be fully restored inside the jail until Monday, leaving hundreds of inmates confined to cells without electricity or heat. |",https://www.nytimes.com/2019/02/02/nyregion/brooklyn-federal-jail-heat.html?partner=IFTTT,"Prisons and Prisoners, Power Failures and Blackouts",New York
"February 1, 2019 at 07:00PM","LeBron James Sits Out Again, One Game After Return to Lakers",The Associated Press,"Two days after playing 40 minutes in an overtime victory, James was ruled out at Golden State. Coach Luke Walton cited â€œload management.â€ |",https://www.nytimes.com/2019/02/02/sports/nba-lebron-james-lakers.html?partner=IFTTT,Basketball,Sports
"February 1, 2019 at 07:00PM",U.S. Navy Performs Its First All-Female Flyover to Honor Rosemary Mariner,Jacey Fortin,"Captain Mariner broke down barriers for female pilots, including the nine who participated in a Missing Man Flyover after her funeral on Saturday. |",https://www.nytimes.com/2019/02/02/us/captain-rosemary-mariner-funeral.html?partner=IFTTT,"Women and Girls, United States Defense and Military Forces",U.S.
"February 1, 2019 at 07:00PM",Nikola Vucevic Leads Magic Past the Suddenly Slumping Nets,The Associated Press,"The Nets, despite 23 points from D'Angelo Russell, lost for the third time in four games. |",https://www.nytimes.com/2019/02/02/sports/nikola-vucevic-leads-magic-past-the-suddenly-slumping-nets.html?partner=IFTTT,Basketball,Sports
"February 1, 2019 at 07:00PM","Corrections: February 3, 2019",Unknown Author,"Corrections appearing in print on Sunday, February 3, 2019. |",https://www.nytimes.com/2019/02/02/pageoneplus/corrections-february-3-2019.html?partner=IFTTT,,Corrections
"February 1, 2019 at 07:00PM","Quotation of the Day: Virginia Governor, Ralph Northam, Defies Calls to Resign Over Racist Photo",Unknown Author,"Quotation of the Day for Sunday, February 3, 2019. |",https://www.nytimes.com/2019/02/02/todayspaper/quotation-of-the-day-virginia-governor-ralph-northam-defies-calls-to-resign-over-racist-photo.html?partner=IFTTT,,Today's Paper
